Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time
2026-09-01,Dumbbell Shrug,Shoulders,36.2,kgs,12,,,
2026-09-01,Dumbbell Shrug,Shoulders,36.2,kgs,12,,,
2026-09-01,Dumbbell Shrug,Shoulders,36.2,kgs,12,,,
2026-09-01,Dumbbell Shrug,Shoulders,36.2,kgs,12,,,
2026-09-01,Dumbbell Shrug,Shoulders,36.2,kgs,12,,,
2026-09-01,Dumbbell Shrug,Shoulders,36.2,kgs,12,,,
2026-09-07,Dumbbell Hammer Curl,Biceps,15.8,kgs,10,,,
2026-09-07,Dumbbell Hammer Curl,Biceps,15.8,kgs,10,,,
2026-09-07,Dumbbell Hammer Curl,Biceps,15.8,kgs,10,,,
2026-09-07,Dumbbell Hammer Curl,Biceps,15.8,kgs,10,,,
2026-09-07,Dumbbell Hammer Curl,Biceps,15.8,kgs,10,,,
2026-09-07,Dumbbell Hammer Curl,Biceps,15.8,kgs,10,,,
2026-09-07,Dumbbell Side Bend,Abs,20.4,kgs,22,,,
2026-09-07,Dumbbell Side Bend,Abs,20.4,kgs,22,,,
2026-09-07,Dumbbell Side Bend,Abs,20.4,kgs,22,,,
2026-09-07,Dumbbell Side Bend,Abs,20.4,kgs,22,,,
2026-09-07,Dumbbell Side Bend,Abs,20.4,kgs,22,,,
2026-09-07,Dumbbell Side Bend,Abs,20.4,kgs,22,,,
2026-09-07,Front Dumbbell Raise,Shoulders,9.1,kgs,12,,,
2026-09-07,Front Dumbbell Raise,Shoulders,9.1,kgs,12,,,
2026-09-07,Front Dumbbell Raise,Shoulders,9.1,kgs,12,,,
2026-09-07,Dumbbell Shrug,Shoulders,40.8,kgs,10,,,
2026-09-07,Dumbbell Shrug,Shoulders,40.8,kgs,10,,,
2026-09-07,Dumbbell Shrug,Shoulders,40.8,kgs,10,,,
2026-09-08,Dumbbell Overhead Triceps Extension,Triceps,18.1,kgs,10,,,
2026-09-08,Dumbbell Overhead Triceps Extension,Triceps,18.1,kgs,10,,,
2026-09-08,Dumbbell Overhead Triceps Extension,Triceps,18.1,kgs,10,,,
2026-09-08,Dumbbell Goblet Squat,Legs,18.1,kgs,10,,,
2026-09-08,Dumbbell Goblet Squat,Legs,18.1,kgs,10,,,
2026-09-08,Dumbbell Goblet Squat,Legs,18.1,kgs,10,,,
2026-09-08,Dumbbell Goblet Squat,Legs,18.1,kgs,10,,,
2026-09-08,Dumbbell Goblet Squat,Legs,18.1,kgs,10,,,
2026-09-08,Dumbbell Goblet Squat,Legs,18.1,kgs,10,,,
2026-09-08,Dumbbell Romanian Deadlift,Legs,36.2,kgs,9,,,
2026-09-08,Dumbbell Romanian Deadlift,Legs,36.2,kgs,9,,,
2026-09-08,Dumbbell Romanian Deadlift,Legs,36.2,kgs,9,,,
2026-09-08,Dumbbell Romanian Deadlift,Legs,36.2,kgs,9,,,
2026-09-08,Dumbbell Romanian Deadlift,Legs,36.2,kgs,9,,,
2026-09-08,Dumbbell Romanian Deadlift,Legs,36.2,kgs,9,,,
2026-09-08,Dumbbell Row,Back,36.2,kgs,8,,,
2026-09-08,Dumbbell Row,Back,36.2,kgs,8,,,
2026-09-08,Dumbbell Row,Back,36.2,kgs,8,,,
2026-09-10,Incline Dumbbell Bench Press,Chest,27.2,kgs,10,,,
2026-09-10,Incline Dumbbell Bench Press,Chest,27.2,kgs,10,,,
2026-09-10,Incline Dumbbell Bench Press,Chest,27.2,kgs,10,,,
2026-09-10,Incline Dumbbell Fly,Chest,18.2,kgs,11,,,
2026-09-10,Incline Dumbbell Fly,Chest,18.2,kgs,11,,,
2026-09-10,Incline Dumbbell Fly,Chest,18.2,kgs,11,,,
2026-09-10,Seated Dumbbell Press,Shoulders,22.6,kgs,12,,,
2026-09-10,Seated Dumbbell Press,Shoulders,22.6,kgs,12,,,
2026-09-10,Seated Dumbbell Press,Shoulders,22.6,kgs,12,,,
2026-09-10,Flat Dumbbell Bench Press,Chest,27.2,kgs,11,,,
2026-09-10,Flat Dumbbell Bench Press,Chest,27.2,kgs,11,,,
2026-09-10,Flat Dumbbell Bench Press,Chest,27.2,kgs,10,,,
2026-09-10,Flat Dumbbell Fly,Chest,15.6,kgs,10,,,
2026-09-10,Flat Dumbbell Fly,Chest,15.6,kgs,10,,,
2026-09-10,Flat Dumbbell Fly,Chest,15.6,kgs,10,,,
2026-09-10,Dumbbell Hammer Curl,Biceps,15.8,kgs,10,,,
2026-09-10,Dumbbell Hammer Curl,Biceps,15.8,kgs,10,,,
2026-09-10,Dumbbell Hammer Curl,Biceps,15.8,kgs,10,,,
2026-09-12,Standing Calf Raise Machine,Legs,125.0,kgs,10,,,
2026-09-12,Standing Calf Raise Machine,Legs,127.5,kgs,10,,,
2026-09-12,Standing Calf Raise Machine,Legs,130.0,kgs,10,,,
2026-09-14,Dumbbell Hammer Curl,Biceps,15.8,kgs,11,,,
2026-09-14,Dumbbell Hammer Curl,Biceps,15.8,kgs,11,,,
2026-09-14,Dumbbell Hammer Curl,Biceps,15.8,kgs,11,,,
2026-09-14,Dumbbell Side Bend,Abs,20.4,kgs,24,,,
2026-09-14,Dumbbell Side Bend,Abs,20.4,kgs,24,,,
2026-09-14,Dumbbell Side Bend,Abs,20.4,kgs,24,,,
2026-09-14,Dumbbell Shrug,Shoulders,40.8,kgs,11,,,
2026-09-14,Dumbbell Shrug,Shoulders,40.8,kgs,11,,,
2026-09-14,Dumbbell Shrug,Shoulders,40.8,kgs,12,,,
2026-09-14,Dumbbell Overhead Triceps Extension,Triceps,18.1,kgs,10,,,
2026-09-14,Dumbbell Overhead Triceps Extension,Triceps,18.1,kgs,10,,,
2026-09-14,Dumbbell Overhead Triceps Extension,Triceps,18.1,kgs,11,,,
2026-09-14,Front Dumbbell Raise,Shoulders,10.2,kgs,8,,,
2026-09-14,Front Dumbbell Raise,Shoulders,10.2,kgs,8,,,
2026-09-14,Front Dumbbell Raise,Shoulders,10.2,kgs,8,,,
2026-09-14,Dumbbell Row,Back,36.2,kgs,8,,,
2026-09-14,Dumbbell Row,Back,36.2,kgs,8,,,
2026-09-14,Dumbbell Row,Back,36.2,kgs,9,,,
2026-09-15,Seated Dumbbell Press,Shoulders,27.2,kgs,8,,,
2026-09-15,Seated Dumbbell Press,Shoulders,27.2,kgs,8,,,
2026-09-15,Seated Dumbbell Press,Shoulders,27.2,kgs,8,,,
2026-09-15,Incline Dumbbell Bench Press,Chest,27.2,kgs,11,,,
2026-09-15,Incline Dumbbell Bench Press,Chest,27.2,kgs,11,,,
2026-09-15,Incline Dumbbell Bench Press,Chest,27.2,kgs,11,,,
2026-09-15,Incline Dumbbell Fly,Chest,18.2,kgs,12,,,
2026-09-15,Incline Dumbbell Fly,Chest,18.2,kgs,12,,,
2026-09-15,Incline Dumbbell Fly,Chest,18.2,kgs,12,,,
2026-09-15,Dumbbell Goblet Squat,Legs,18.1,kgs,11,,,
2026-09-15,Dumbbell Goblet Squat,Legs,18.1,kgs,11,,,
2026-09-15,Dumbbell Goblet Squat,Legs,18.1,kgs,11,,,
2026-09-15,Dumbbell Romanian Deadlift,Legs,36.2,kgs,9,,,
2026-09-15,Dumbbell Romanian Deadlift,Legs,36.2,kgs,9,,,
2026-09-15,Dumbbell Romanian Deadlift,Legs,36.2,kgs,9,,,
2026-09-15,Dumbbell Romanian Deadlift,Legs,36.2,kgs,10,,,
2026-09-15,Dumbbell Romanian Deadlift,Legs,36.2,kgs,10,,,
2026-09-15,Dumbbell Romanian Deadlift,Legs,36.2,kgs,10,,,
2026-09-18,Standing Calf Raise Machine,Legs,120.0,kgs,12,,,
2026-09-18,Standing Calf Raise Machine,Legs,120.0,kgs,12,,,
2026-09-18,Standing Calf Raise Machine,Legs,120.0,kgs,12,,,
